opposite sign                            	nevts: 771/447/664/585/2467
1	7867	2359572
1	7867	2359576
1	7867	2359586
1	7867	2359600
1	7867	2359645
1	7867	2359667
1	7867	2359695
1	7867	2359700
1	9788	2935603
1	9788	2935604
1	9788	2935616
1	9788	2935625
1	9788	2935626
1	9788	2935627
1	9788	2935645
1	9788	2935647
1	9788	2935651
1	9788	2935653
1	9788	2935696
1	9788	2935703
1	9788	2935717
1	9788	2935733
1	9788	2935742
1	9788	2935745
1	9788	2935746
1	9788	2935765
1	9788	2935772
1	9788	2935784
1	9788	2935786
1	9788	2935791
1	9788	2935795
1	9788	2935801
1	9788	2935813
1	9788	2935848
1	9788	2935849
1	9788	2935875
1	9788	2935884
1	9788	2935887
1	9788	2935897
1	9788	2935900
1	9803	2940111
1	9803	2940113
1	9803	2940126
1	9803	2940140
1	9803	2940148
1	9803	2940150
1	9803	2940156
1	9803	2940168
1	9803	2940186
1	9803	2940194
1	9803	2940211
1	9803	2940215
1	9803	2940222
1	9803	2940239
1	9803	2940242
1	9803	2940245
1	9803	2940259
1	9803	2940279
1	9803	2940283
1	9803	2940293
1	9803	2940302
1	9803	2940307
1	9803	2940314
1	9803	2940319
1	9803	2940338
1	9803	2940343
1	9803	2940354
1	9803	2940363
1	9803	2940365
1	9803	2940367
1	9803	2940369
1	9803	2940378
1	9803	2940379
1	9803	2940380
1	9803	2940381
1	9803	2940389
1	9803	2940390
1	9803	2940400
1	9805	2940703
1	9805	2940713
1	9805	2940715
1	9805	2940721
1	9805	2940723
1	9805	2940726
1	9805	2940733
1	9805	2940775
1	9805	2940783
1	9805	2940785
1	9805	2940790
1	9805	2940810
1	9805	2940811
1	9805	2940823
1	9805	2940835
1	9805	2940864
1	9805	2940874
1	9805	2940884
1	9805	2940910
1	9805	2940915
1	9805	2940926
1	9805	2940928
1	9805	2940931
1	9805	2940958
1	9805	2940981
1	9805	2940984
1	9805	2940986
1	9805	2940998
1	9815	2943703
1	9815	2943705
1	9815	2943733
1	9815	2943744
1	9815	2943745
1	9815	2943753
1	9815	2943754
1	9815	2943798
1	9815	2943803
1	9815	2943813
1	9815	2943830
1	9815	2943841
1	9815	2943845
1	9815	2943858
1	9815	2943866
1	9815	2943888
1	9815	2943893
1	9815	2943894
1	9815	2943920
1	9815	2943941
1	9815	2943947
1	9815	2943970
1	9815	2943971
1	9815	2943999
1	9821	2945506
1	9821	2945536
1	9821	2945537
1	9821	2945544
1	9821	2945547
1	9821	2945560
1	9821	2945568
1	9821	2945569
1	9821	2945578
1	9821	2945585
1	9821	2945587
1	9821	2945593
1	9821	2945612
1	9821	2945616
1	9821	2945625
1	9821	2945627
1	9821	2945644
1	9821	2945645
1	9821	2945657
1	9821	2945658
1	9821	2945681
1	9821	2945683
1	9821	2945684
1	9821	2945685
1	9821	2945686
1	9821	2945689
1	9821	2945690
1	9821	2945694
1	9821	2945708
1	9821	2945712
1	9821	2945713
1	9821	2945719
1	9821	2945721
1	9821	2945724
1	9821	2945730
1	9821	2945731
1	9821	2945732
1	9821	2945742
1	9821	2945753
1	9821	2945755
1	9821	2945757
1	9821	2945780
1	10159	3046803
1	10159	3046807
1	10159	3046818
1	10159	3046821
1	10159	3046827
1	10159	3046852
1	10159	3046866
1	10159	3046869
1	10159	3046881
1	10159	3046891
1	10159	3046905
1	10159	3046915
1	10159	3046929
1	10159	3046930
1	10159	3046958
1	10159	3046967
1	10159	3046979
1	10159	3046994
1	10159	3047004
1	10159	3047018
1	10159	3047032
1	10159	3047042
1	10159	3047046
1	10159	3047050
1	10159	3047060
1	10159	3047078
1	10159	3047086
1	10159	3047092
1	10233	3069002
1	10233	3069009
1	10233	3069012
1	10233	3069016
1	10233	3069024
1	10233	3069033
1	10233	3069049
1	10233	3069053
1	10233	3069058
1	10233	3069064
1	10233	3069074
1	10233	3069087
1	10233	3069089
1	10233	3069112
1	10233	3069158
1	10233	3069160
1	10233	3069163
1	10233	3069172
1	10233	3069206
1	10233	3069219
1	10233	3069240
1	10233	3069244
1	10233	3069246
1	10233	3069250
1	10233	3069253
1	10233	3069258
1	10233	3069261
1	10233	3069276
1	10233	3069292
1	10238	3070510
1	10238	3070531
1	10238	3070532
1	10238	3070546
1	10238	3070557
1	10238	3070561
1	10238	3070575
1	10238	3070592
1	10238	3070617
1	10238	3070619
1	10238	3070644
1	10238	3070704
1	10238	3070728
1	10238	3070745
1	10238	3070748
1	10238	3070753
1	10238	3070756
1	10238	3070758
1	10238	3070765
1	10238	3070775
1	10238	3070781
1	10238	3070782
1	10238	3070784
1	10238	3070788
1	10088	3025507
1	10088	3025537
1	10088	3025543
1	10088	3025548
1	10088	3025556
1	10088	3025557
1	10088	3025620
1	10088	3025626
1	10088	3025658
1	10088	3025665
1	10088	3025666
1	10088	3025684
1	10088	3025704
1	10088	3025706
1	10088	3025717
1	10088	3025740
1	10088	3025748
1	10088	3025751
1	10088	3025754
1	10088	3025756
1	10088	3025769
1	10104	3030315
1	10104	3030320
1	10104	3030328
1	10104	3030340
1	10104	3030371
1	10104	3030378
1	10104	3030383
1	10104	3030395
1	10104	3030402
1	10104	3030409
1	10104	3030467
1	10104	3030469
1	10104	3030479
1	10104	3030495
1	10104	3030498
1	10104	3030514
1	10104	3030520
1	10104	3030522
1	10104	3030541
1	10104	3030543
1	10104	3030544
1	10104	3030545
1	10104	3030546
1	10104	3030550
1	10104	3030557
1	10104	3030563
1	10104	3030569
1	10104	3030580
1	10104	3030581
1	10104	3030584
1	10106	3030933
1	10106	3030948
1	10106	3030949
1	10106	3030986
1	10106	3030995
1	10106	3030997
1	10106	3031018
1	10106	3031028
1	10106	3031029
1	10106	3031049
1	10106	3031063
1	10106	3031066
1	10106	3031077
1	10106	3031078
1	10106	3031084
1	10106	3031102
1	10106	3031107
1	10106	3031127
1	10106	3031132
1	10106	3031139
1	10106	3031145
1	10106	3031146
1	10106	3031149
1	10106	3031152
1	10106	3031168
1	10106	3031175
1	10106	3031179
1	10106	3031191
1	10203	3060016
1	10203	3060035
1	10203	3060040
1	10203	3060054
1	10203	3060055
1	10203	3060064
1	10203	3060073
1	10203	3060077
1	10203	3060079
1	10203	3060093
1	10203	3060095
1	10203	3060109
1	10203	3060111
1	10203	3060134
1	10203	3060141
1	10203	3060157
1	10203	3060160
1	10203	3060162
1	10203	3060164
1	10203	3060168
1	10203	3060173
1	10203	3060178
1	10203	3060180
1	10203	3060181
1	10203	3060188
1	10203	3060198
1	10203	3060206
1	10203	3060208
1	10203	3060218
1	10203	3060230
1	10203	3060238
1	10203	3060268
1	10203	3060269
1	10204	3060303
1	10204	3060309
1	10204	3060322
1	10204	3060329
1	10204	3060333
1	10204	3060346
1	10204	3060352
1	10204	3060356
1	10204	3060372
1	10204	3060391
1	10204	3060396
1	10204	3060407
1	10204	3060430
1	10204	3060432
1	10204	3060440
1	10204	3060451
1	10204	3060453
1	10204	3060461
1	10204	3060471
1	10204	3060474
1	10204	3060493
1	10204	3060496
1	10204	3060501
1	10204	3060502
1	10204	3060505
1	10204	3060513
1	10204	3060518
1	10204	3060527
1	10204	3060532
1	10204	3060535
1	10204	3060551
1	10204	3060561
1	10204	3060580
1	10305	3090620
1	10305	3090622
1	10305	3090659
1	10305	3090660
1	10305	3090668
1	10305	3090686
1	10305	3090703
1	10305	3090718
1	10305	3090737
1	10305	3090740
1	10305	3090748
1	10305	3090767
1	10305	3090773
1	10305	3090778
1	10305	3090781
1	10305	3090793
1	10305	3090794
1	10305	3090816
1	10305	3090835
1	10305	3090854
1	10305	3090875
1	10305	3090876
1	10305	3090890
1	10305	3090900
1	10364	3108310
1	10364	3108316
1	10364	3108332
1	10364	3108343
1	10364	3108376
1	10364	3108383
1	10364	3108406
1	10364	3108410
1	10364	3108413
1	10364	3108417
1	10364	3108425
1	10364	3108427
1	10364	3108433
1	10364	3108447
1	10364	3108456
1	10364	3108461
1	10364	3108472
1	10364	3108474
1	10364	3108492
1	10364	3108508
1	10364	3108513
1	10364	3108518
1	10364	3108529
1	10364	3108539
1	10364	3108542
1	10364	3108548
1	10364	3108563
1	10364	3108564
1	10364	3108573
1	10364	3108596
1	10413	3123003
1	10413	3123016
1	10413	3123027
1	10413	3123031
1	10413	3123043
1	10413	3123048
1	10413	3123084
1	10413	3123113
1	10413	3123132
1	10413	3123135
1	10413	3123141
1	10413	3123142
1	10413	3123151
1	10413	3123165
1	10413	3123173
1	10413	3123176
1	10413	3123178
1	10413	3123189
1	10413	3123193
1	10413	3123201
1	10413	3123219
1	10413	3123221
1	10413	3123231
1	10413	3123241
1	10413	3123246
1	10413	3123264
1	10413	3123276
1	10413	3123279
1	10413	3123281
1	10413	3123292
1	10413	3123300
1	10462	3137702
1	10462	3137704
1	10462	3137713
1	10462	3137734
1	10462	3137744
1	10462	3137765
1	10462	3137769
1	10462	3137789
1	10462	3137796
1	10462	3137834
1	10462	3137843
1	10462	3137853
1	10462	3137855
1	10462	3137886
1	10462	3137904
1	10462	3137908
1	10462	3137915
1	10462	3137918
1	10462	3137923
1	10462	3137925
1	10462	3137947
1	10462	3137961
1	10462	3137968
1	10462	3137974
1	10462	3137980
1	10462	3138000
1	10465	3138622
1	10465	3138627
1	10465	3138635
1	10465	3138637
1	10465	3138644
1	10465	3138669
1	10465	3138686
1	10465	3138691
1	10465	3138694
1	10465	3138695
1	10465	3138696
1	10465	3138710
1	10465	3138712
1	10465	3138719
1	10465	3138731
1	10465	3138740
1	10465	3138747
1	10465	3138758
1	10465	3138769
1	10465	3138808
1	10465	3138811
1	10465	3138816
1	10465	3138835
1	10465	3138838
1	10465	3138842
1	10465	3138845
1	10465	3138849
1	10465	3138850
1	10465	3138880
1	10465	3138885
1	10465	3138887
1	10801	3239403
1	10801	3239424
1	10801	3239467
1	10801	3239468
1	10801	3239489
1	10801	3239505
1	10801	3239527
1	10801	3239542
1	10801	3239554
1	10801	3239556
1	10801	3239557
1	10801	3239561
1	10801	3239574
1	10801	3239578
1	10801	3239585
1	10801	3239591
1	10801	3239595
1	10801	3239608
1	10801	3239623
1	10801	3239641
1	10801	3239680
1	10801	3239685
1	10801	3239698
1	10980	3293101
1	10980	3293105
1	10980	3293118
1	10980	3293141
1	10980	3293144
1	10980	3293152
1	10980	3293165
1	10980	3293166
1	10980	3293167
1	10980	3293184
1	10980	3293193
1	10980	3293201
1	10980	3293213
1	10980	3293217
1	10980	3293237
1	10980	3293238
1	10980	3293240
1	10980	3293265
1	10980	3293276
1	10980	3293280
1	10980	3293285
1	10980	3293289
1	10980	3293298
1	10980	3293301
1	10980	3293327
1	10980	3293332
1	10980	3293335
1	10980	3293353
1	10980	3293372
1	10980	3293392
1	10980	3293396
1	10986	3294910
1	10986	3294916
1	10986	3294917
1	10986	3294926
1	10986	3294933
1	10986	3294944
1	10986	3294946
1	10986	3294952
1	10986	3294954
1	10986	3294955
1	10986	3294961
1	10986	3294975
1	10986	3295004
1	10986	3295005
1	10986	3295020
1	10986	3295022
1	10986	3295031
1	10986	3295060
1	10986	3295061
1	10986	3295063
1	10986	3295076
1	10986	3295077
1	10986	3295086
1	10986	3295087
1	10986	3295101
1	10986	3295105
1	10986	3295119
1	10986	3295142
1	10986	3295177
1	10986	3295178
1	10986	3295179
1	10986	3295180
1	10986	3295188
1	10986	3295197
1	10987	3295203
1	10987	3295204
1	10987	3295210
1	10987	3295213
1	10987	3295247
1	10987	3295250
1	10987	3295257
1	10987	3295258
1	10987	3295266
1	10987	3295272
1	10987	3295298
1	10987	3295310
1	10987	3295353
1	10987	3295355
1	10987	3295362
1	10987	3295380
1	10987	3295391
1	10987	3295394
1	10987	3295404
1	10987	3295420
1	10987	3295428
1	10987	3295431
1	10987	3295446
1	10987	3295457
1	10987	3295459
1	10987	3295476
1	10987	3295487
1	10992	3296713
1	10992	3296718
1	10992	3296739
1	10992	3296754
1	10992	3296765
1	10992	3296769
1	10992	3296772
1	10992	3296774
1	10992	3296775
1	10992	3296780
1	10992	3296781
1	10992	3296788
1	10992	3296791
1	10992	3296806
1	10992	3296808
1	10992	3296809
1	10992	3296834
1	10992	3296841
1	10992	3296846
1	10992	3296855
1	10992	3296861
1	10992	3296882
1	10992	3296885
1	10992	3296908
1	10992	3296910
1	10992	3296913
1	10992	3296923
1	10992	3296928
1	10992	3296944
1	10992	3296959
1	10992	3296979
1	12373	3710910
1	12373	3710935
1	12373	3710988
1	12373	3710995
1	12373	3710997
1	12373	3711048
1	12373	3711053
1	12373	3711061
1	12373	3711074
1	12373	3711077
1	12373	3711080
1	12373	3711089
1	12373	3711107
1	12373	3711120
1	12373	3711126
1	12373	3711131
1	12373	3711150
1	12373	3711199
1	12373	3711200
1	11079	3322802
1	11079	3322821
1	11079	3322825
1	11079	3322834
1	11079	3322855
1	11079	3322863
1	11079	3322873
1	11079	3322876
1	11079	3322880
1	11079	3322881
1	11079	3322893
1	11079	3322894
1	11079	3322896
1	11079	3322904
1	11079	3322922
1	11079	3322925
1	11079	3322926
1	11079	3322929
1	11079	3322952
1	11079	3322957
1	11079	3322976
1	11079	3322983
1	11079	3323005
1	11079	3323014
1	11079	3323015
1	11079	3323038
1	11079	3323042
1	11079	3323046
1	11079	3323054
1	11079	3323058
1	11079	3323074
1	11079	3323084
1	11079	3323085
1	11079	3323091
1	11080	3323116
1	11080	3323119
1	11080	3323134
1	11080	3323152
1	11080	3323162
1	11080	3323166
1	11080	3323184
1	11080	3323196
1	11080	3323199
1	11080	3323210
1	11080	3323218
1	11080	3323220
1	11080	3323234
1	11080	3323245
1	11080	3323251
1	11080	3323261
1	11080	3323263
1	11080	3323273
1	11080	3323280
1	11080	3323291
1	11080	3323299
1	11080	3323300
1	11080	3323303
1	11080	3323314
1	11080	3323315
1	11080	3323318
1	11080	3323327
1	11080	3323330
1	11080	3323349
1	11080	3323369
1	11080	3323370
1	11080	3323383
1	11080	3323394
1	11084	3324319
1	11084	3324320
1	11084	3324325
1	11084	3324327
1	11084	3324340
1	11084	3324368
1	11084	3324369
1	11084	3324386
1	11084	3324390
1	11084	3324391
1	11084	3324413
1	11084	3324428
1	11084	3324432
1	11084	3324438
1	11084	3324442
1	11084	3324461
1	11084	3324485
1	11084	3324522
1	11084	3324539
1	11084	3324547
1	11084	3324565
1	11084	3324573
1	11084	3324580
1	11084	3324583
1	11084	3324587
1	11084	3324595
1	11088	3325509
1	11088	3325512
1	11088	3325529
1	11088	3325532
1	11088	3325537
1	11088	3325545
1	11088	3325547
1	11088	3325556
1	11088	3325560
1	11088	3325572
1	11088	3325583
1	11088	3325592
1	11088	3325598
1	11088	3325602
1	11088	3325614
1	11088	3325627
1	11088	3325632
1	11088	3325640
1	11088	3325649
1	11088	3325671
1	11088	3325674
1	11088	3325675
1	11088	3325701
1	11088	3325704
1	11088	3325713
1	11088	3325721
1	11088	3325725
1	11088	3325727
1	11088	3325729
1	11088	3325730
1	11088	3325748
1	11088	3325781
1	11088	3325791
1	11095	3327617
1	11095	3327637
1	11095	3327643
1	11095	3327656
1	11095	3327670
1	11095	3327689
1	11095	3327690
1	11095	3327724
1	11095	3327742
1	11095	3327761
1	11095	3327765
1	11095	3327771
1	11095	3327775
1	11095	3327781
1	11095	3327785
1	11095	3327828
1	11095	3327854
1	11095	3327860
1	11095	3327862
1	11095	3327883
1	11095	3327888
1	11100	3329106
1	11100	3329128
1	11100	3329135
1	11100	3329154
1	11100	3329157
1	11100	3329161
1	11100	3329177
1	11100	3329181
1	11100	3329207
1	11100	3329220
1	11100	3329228
1	11100	3329236
1	11100	3329242
1	11100	3329255
1	11100	3329257
1	11100	3329270
1	11100	3329275
1	11100	3329285
1	11100	3329298
1	11100	3329304
1	11100	3329309
1	11100	3329328
1	11100	3329329
1	11100	3329352
1	11100	3329354
1	11100	3329379
1	11100	3329396
1	11100	3329398
1	11103	3330008
1	11103	3330011
1	11103	3330024
1	11103	3330026
1	11103	3330030
1	11103	3330036
1	11103	3330038
1	11103	3330047
1	11103	3330091
1	11103	3330100
1	11103	3330122
1	11103	3330124
1	11103	3330127
1	11103	3330128
1	11103	3330131
1	11103	3330144
1	11103	3330145
1	11103	3330167
1	11103	3330169
1	11103	3330174
1	11103	3330183
1	11103	3330187
1	11103	3330193
1	11103	3330203
1	11103	3330215
1	11103	3330226
1	11103	3330234
1	11103	3330238
1	11103	3330249
1	11103	3330255
1	11103	3330269
1	11103	3330281
1	11103	3330287
1	11103	3330288
1	11103	3330294
1	11103	3330297
